Material,Name,Formula,Purity,Price,Quantity,Rest
N/A,YTTERBIUM PIECES,N/A,N/A,300 GRAMS,P.O.R.,Ytterbium  Yb  99.9% TREM  APPROX 3MM PIECES   PACKAGED IN ARGON 3mm 300 g 99.9% EVMYBX3MM-L
N/A,YTTERBIUM PIECES,99.9% PURE,N/A,100 GRAMS,P.O.R.,Ytterbium  Yb   TREM <5MM PIECES   PACKAGED IN ARGON < 5mm 100 g 99.9% EVMYBX5MM-D
N/A,YTTERBIUM FLUORIDE PIECES,99.9% PURE,N/A,500 GRAMS,P.O.R.,Ytterbium Fluoride  YbF3   ~1-6MM PIECES  PRE-MELTED PIECES  1mm - 6mm 500 g 99.90% White to Grey EVMYBF301-6MMPMT
N/A,YTTERBIUM FLUORIDE PIECES,99.9% PURE,N/A,50 GRAM,€100.00,Ytterbium Fluoride  YbF3   1-6MM PREMELT PIECES  1mm - 6mm 50 g 99.9% White to Grey EVMYBF301-6MMPMB
N/A,YTTERBIUM OXIDE PIECES,99.9% PURE,N/A,PER GRAM,€1.55,Ytterbium Oxide  Yb2O3   3-12MM PIECES  3mm - 12mm Per Gram 99.90% White EVMYBO303-12X
Yttrium,YTTRIUM METAL PIECES,99.9% PURE EX TREM,N/A,50 GRAMS,P.O.R., Y   <12MM PIECES  < 12mm Pieces 50 g 99.9% EVMY3-1045B
Yttrium,YTTRIUM METAL PIECES,99.9% PURE EX Ta,N/A,200 GRAMS,P.O.R., Y   <12MM PIECES  < 12mm Pieces 200 g 99.9% EVMY3-1045H
Yttrium Fluoride,YTTRIUM FLUORIDE PIECES,99.99% PURE,N/A,VACUUM DEPOSITION GRADE,P.O.R., YF3   1-5MM PIECES  MELTED   100 GRAM LOT 1mm-5mm Pieces 100 g 99.99% White to Gray EVMYFL401-5D
Yttrium Fluoride,YTTRIUM FLUORIDE PIECES,99.99% PURE,N/A,VACUUM DEPOSITION GRADE,P.O.R., YF3   ~1-5MM PIECES  MELTED   1KG LOT 1mm-5mm Pieces 1 kg 99.99% White to Gray EVMYFL401-5KG
Yttrium Fluoride,YTTRIUM FLUORIDE PIECES,99.99% PURE,N/A,VACUUM DEPOSITION GRADE,P.O.R., YF3   ~1-5MM PIECES  MELTED   500 GRAM LOT  SEE NOTES 1mm-5mm Pieces 500 g 99.99% White to Gray EVMYFL401-5T
Yttrium Fluoride,YTTRIUM FLUORIDE PIECES,99.9% PURE,N/A,50 GRAMS,P.O.R., YF3   3-12 MM PIECES   MELTED  VAC. DEP. GR. 3mm - 12mm Pieces 50 g 99.9% White EVMYFL30312B
Yttrium Fluoride,YTTRIUM FLUORIDE PIECES,99.9% PURE,N/A,100 GRAMS,P.O.R., YF3   3-12 MM PIECES   MELTED  VAC. DEP. GR. 3mm - 12mm Pieces 100 g 99.9% White EVMYFL30312D
Yttrium Fluoride,YTTRIUM FLUORIDE PIECES,99.9% PURE,N/A,VACUUM DEPOSITION GRADE,P.O.R., YF3   ~3-12MM PIECES  MELTED   500 GRAM LOT 3mm - 12mm Pieces 500 g 99.9% White EVMYFL30312T
Yttrium Oxide,YTTRIUM OXIDE PIECES,99.99% PURE,N/A,1 KILOGRAM LOT,P.O.R., Y2O3   ~2-5MM PIECES  2-5mm Pieces 1kg 99.99% EVMYO2-5MMKG
Yttrium Oxide,YTTRIUM OXIDE PIECES,99.99% PURE,N/A,500 GRAMS,€363.00, Y2O3   ~2-5MM  PIECES  2-5mm Pieces 500g 99.99% EVMYO2-5MMT
N/A,ZINC PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€253.00,Zinc  Zn    1 POUND 1/4" Dia. x 1/4" Length 99.99% EVMZN40QXQ
N/A,ZINC PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€47.00,Zinc  Zn    1/4" Dia. x 1/4" Length 50 g 99.99% EVMZN40QXQB
N/A,ZINC PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€80.00,Zinc  Zn    1/4" Dia. x 1/4" Length 100 g 99.99% EVMZN40QXQD
N/A,ZINC PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,P.O.R.,Zinc  Zn    1/8" Dia. x 1/8" Length 100 g 99.99% EVMZN40EXED
N/A,ZINC OXIDE TABLETS,99.9% PURE,N/A,50 GRAMS,P.O.R.,Zinc Oxide  ZnO   APPROX 8-12MM X 4-5MM  SINTERED   HAZARDOUS SHIPPING 8mm–12mm x 4mm –5mm Tablets 50 g 99.9% White to Yellow EVMZNOX30TABB
N/A,N/A,99.9% PURE,APPROX 8-12MM DIAMETER X 4-5MM THICK SINTERED,500 GRAMS,P.O.R.,Zinc Oxide ZINC OXIDE TABLET  ZnO     HAZARDOUS SHIPPING 8mm–12mm x 4mm –5mm Tablets 500 g 99.9% White to Yellow EVMZNOX30TABT
N/A,ZINC SELENIDE PIECES,99.99% PURE,N/A,1 KILOGRAM,P.O.R.,Zinc Selenide  ZnSe   ~3-6MM PIECES   HAZARDOUS SHIPPING 3-6mm Pieces 1 kg 99.99% EVMZNSE3-6KG
N/A,ZINC SELENIDE PIECES,99.99% PURE,N/A,1 KILOGRAM,P.O.R.,Zinc Selenide  ZnSe   ~6-12MM PIECES   HAZARDOUS SHIPPING 6-12mm Pieces 1 kg 99.99% EVMZNSE6-12KG
N/A,ZINC SULFIDE PIECES,99.99% PURE,N/A,50 GRAMS,€158.00,Zinc Sulfide  ZnS   3-12MM PIECES   CVD GRADE  VAC. DEP. GR. 3mm - 12mm Pieces 50 g 99.99% EVMZNS40312B
N/A,ZINC SULFIDE PIECES,99.99% PURE,N/A,100 GRAMS CVD GRADE,€290.00,Zinc Sulfide  ZnS   3-12 MM PIECES   VAC. DEP. GRADE 3mm - 12mm Pieces 100 g 99.99% EVMZNS40312D
N/A,ZINC SULFIDE PIECES,99.99% PURE,N/A,CVD GRADE/VAC. DEP. GRADE,P.O.R.,Zinc Sulfide  ZnS   3-12MM PIECES   1KG LOT 3mm - 12mm Pieces 1 kg 99.99% EVMZNS40312K
N/A,ZINC SULFIDE PIECES,99.99% PURE,N/A,500 GRAMS CVD GRADE,P.O.R.,Zinc Sulfide  ZnS   3-12MM PIECES   VAC. DEP. GRADE 3mm - 12mm Pieces 500 g 99.99% EVMZNS40312T
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/4" DIAMETER X 1/4" LONG,GRADE 702,P.O.R., Zr    1 POUND 1/4" Dia. x 1/4" Length 1 lb. Grade 702 EVMZR30QXQ
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/4" DIAMETER X 1/4" LONG,GRADE 702,P.O.R., Zr    25 GRAMS 1/4" Dia. x 1/4" Length 25 g Grade 702 EVMZR30QXQA
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/4" DIAMETER X 1/4" LONG,GRADE 702,P.O.R., Zr    50 GRAMS 1/4" Dia. x 1/4" Length 50 g Grade 702 EVMZR30QXQB
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/4" DIAMETER X 1/4" LONG,GRADE 702,P.O.R., Zr    100 GRAMS 1/4" Dia. x 1/4" Length 100 g Grade 702 EVMZR30QXQD
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/8" DIAMETER X 1/8" LONG,GRADE 702,P.O.R., Zr    1 POUND 1/8" Dia. x 1/8" Length 1 lb. Grade 702 EVMZR30EXE
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/8" DIAMETER X 1/8" LONG,GRADE 702,P.O.R., Zr    25 GRAMS 1/8" Dia. x 1/8" Length 25 g Grade 702 EVMZR30EXEA
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/8" DIAMETER X 1/8" LONG,GRADE 702,P.O.R., Zr    50 GRAMS 1/8" Dia. x 1/8" Length 50 g Grade 702 EVMZR30EXEB
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/8" DIAMETER X 1/8" LONG,GRADE 702,P.O.R., Zr    100 GRAMS 1/8" Dia. x 1/8" Length 100 g Grade 702 EVMZR30EXED
Zirconium,EUDF ZIRCONIUM PELLETS,N/A,1/8" DIAMETER X 1/8" LONG,GRADE 702,P.O.R., Zr    1 KILOGRAM 1/8" Dia. x 1/8" Length 1 kg Grade 702 EVMZR30EXEKG
Zirconium Oxide,EUDF ZIRCONIUM OXIDE PIECES,99.9% PURE,N/A,50 GRAMS,P.O.R., ZrO2   1MM-3MM PIECES  BLACK  1mm-3mm Pieces 50 g 99.9% Black — EVMZROX1-3MMB
Zirconium Oxide,EUDF ZIRCONIUM OXIDE PIECES,99.7% PURE,N/A,PER GRAM,P.O.R., ZrO2   1-6MM PIECES  1mm-6mm Pieces Per Gram 99.7% White EVMZRO271-6X
Zirconium Oxide,EUDF ZIRCONIUM OXIDE PIECES,99.7% PURE,N/A,500 GRAMS,P.O.R., ZrO2   3-12MM RANDOM PIECES   WHITE 3mm-12mm Pieces 500 g 99.7% White — EVMZRO273-12
Zirconium Oxide,EUDF ZIRCONIUM OXIDE PIECES,99.7% PURE,N/A,50 GRAMS,P.O.R., ZrO2   3-12MM RANDOM PIECES   WHITE 3mm-12mm Pieces 50 g 99.7% White — EVMZRO273-12B
Zirconium Oxide,EUDF ZIRCONIUM OXIDE PIECES,99.7% PURE,N/A,100 GRAMS,P.O.R., ZrO2   3-12MM RANDOM PIECES   WHITE 3mm-12mm Pieces 100g 99.7% White — EVMZRO273-12D
Zirconium Oxide,EUDF ZIRCONIUM OXIDE TABLETS,99.9% PURE,18MM DIAMETER X 8MM THICK,1 KG LOT,P.O.R., ZrOx    BLACK (SUB-STOICHIOMETRIC)  18mm Dia. x 8mm Thick  Black 1 kg 99.9% EVMZRO18MMB
Zirconium Oxide,EUDF ZIRCONIUM DIOXIDE TABLETS,99.9% PURE,18MM DIAMETER X 8MM THICK,1 KG LOT,P.O.R., ZrO2    WHITE  18mm Dia. x 8mm Thick  White 1 kg 99.9% EVMZRO18MMW
