Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum,N/A,Aluminum,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM TARGET,ALUMINUM TARGET,,99.999% PURE,N/A,N/A,N/A,N/A,N/A,Al
60mm Dia. x 3mm Thick,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
—,N/A,—,N/A,N/A,N/A,N/A,N/A,N/A,
—,N/A,—,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALXXSPL80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum,N/A,Aluminum,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM TARGET,ALUMINUM TARGET,,99.99% PURE,0.254,0.010",N/A,N/A,N/A,Al
7.00" Dia. x 0.250" Thick,N/A,N/A,N/A,177.79999999999998,7.00",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALXX407A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€304.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€304.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum,N/A,Aluminum,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM TARGET,ALUMINUM TARGET,,99.99% PURE,203.2,8.00",N/A,N/A,N/A,
8.00" Dia. x 0.125" Thick,N/A,N/A,N/A,203.2,8.00",3.175,0.125",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALXX408A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum,N/A,Aluminum,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM TARGET,ALUMINUM TARGET,,99.999% PURE 8.00" DIAMETER X 0.125" THICK,0.254,0.010",N/A,N/A,N/A,Al
8.00" Dia. x 0.125" Thick,N/A,N/A,N/A,203.2,8.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALXX508A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum,N/A,Aluminum,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM TARGET,ALUMINUM TARGET,,99.99% PURE,203.2,8.00",N/A,N/A,N/A,Al
8.00" Dia. x 0.250" Thick,N/A,N/A,N/A,203.2,8.00",6.35,0.250",N/A,
99.99%,N/A,N/A,99.99%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALXX408A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Aluminum,N/A,Aluminum,N/A,N/A,N/A,N/A,N/A,N/A,
ALUMINUM TARGET,ALUMINUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Al
8.00" Dia. x 0.250" Thick,N/A,N/A,N/A,203.2,8.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTALXX508A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
1.00" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE501A2,N/A,EJTSBTE501A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE501A4,N/A,EJTSBTE501A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE502A2,N/A,EJTSBTE502A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
2.00" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE502A4,N/A,EJTSBTE502A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE503A2,N/A,EJTSBTE503A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
3.00" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE503A4,N/A,EJTSBTE503A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     HAZARDOUS SHIPPING
4.00" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE504A2,N/A,EJTSBTE504A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony Telluride,N/A,Antimony Telluride,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TELLURIDE TARGET,ANTIMONY TELLURIDE TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb2Te3     EDGE CHIPS MAY BE PRESENT  HAZARDOUS SHIPPING
4.00" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBTE504A4,N/A,EJTSBTE504A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
1.00" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX501A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX501A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX502A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
2.00" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX502A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX503A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
3.00" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX503A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
4.00" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX504A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
4.00" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX504A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
6.00" Dia. x 0.125" Thick,N/A,N/A,N/A,152.39999999999998,6.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX506A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Antimony,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,
ANTIMONY TARGET,ANTIMONY TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Sb     MAY HAVE SURFACE IMPERFECTIONS
6.00" Dia. x 0.250" Thick,N/A,N/A,N/A,152.39999999999998,6.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSBXX506A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Barium Cerium Yttrium Zirconate,N/A,Barium Cerium Yttrium Zirconate,N/A,N/A,N/A,N/A,N/A,N/A,
BaCe(.65)Y(.15)Zr(.20)O3,N/A,BaCe(.65)Y(.15)Zr(.20)O3,N/A,N/A,N/A,N/A,N/A,N/A,
BARIUM CERIUM YTTRIUM ZIRCONIUM OXIDE TARGET,BARIUM CERIUM YTTRIUM ZIRCONIUM OXIDE TARGET,,99.9% PURE,0.254,.010",N/A,N/A,N/A,BaCe(.65)Y(.15)Zr(.20)O3     BEST EFFORTS
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTBACYZOSPL02,N/A,EJTBACYZOSPL02,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Barium Cerium Yttrium Zirconate,N/A,Barium Cerium Yttrium Zirconate,N/A,N/A,N/A,N/A,N/A,N/A,
Ba(1.05)Ce(.65)Y(.15)Zr(.20)O3,N/A,Ba(1.05)Ce(.65)Y(.15)Zr(.20)O3,N/A,N/A,N/A,N/A,N/A,N/A,
BARIUM CERIUM YTTRIUM ZIRCONIUM OXIDE TARGET,BARIUM CERIUM YTTRIUM ZIRCONIUM OXIDE TARGET,,99.9% PURE,0.254,0.010",N/A,N/A,N/A,Ba(1.05)Ce(.65)Y(.15)Zr(.20)O3
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTBACYZOSPL03,N/A,EJTBACYZOSPL03,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Barium Ferrite,N/A,Barium Ferrite,N/A,N/A,N/A,N/A,N/A,N/A,
BARIUM FERRITE TARGET,BARIUM FERRITE TARGET,,99.9% PURE,0.254,0.010",N/A,N/A,N/A,BaFe12O19     BEST EFFORTS
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTBAFE301A4,N/A,EJTBAFE301A4,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Barium Ferrite,N/A,Barium Ferrite,N/A,N/A,N/A,N/A,N/A,N/A,
BARIUM FERRITE TARGET,BARIUM FERRITE TARGET,,99.9% PURE,0.254,0.010",N/A,N/A,N/A,BaFe12O19     BEST EFFORTS
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTBAFE302A2,N/A,EJTBAFE302A2,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Barium Ferrite,N/A,Barium Ferrite,N/A,N/A,N/A,N/A,N/A,N/A,
BARIUM FERRITE TARGET,BARIUM FERRITE TARGET,,99.9% PURE,0.254,0.010",N/A,N/A,N/A,BaFe12O19     BEST EFFORTS
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
